winside,d_1,d_2,d_3,d_4,d_5,r_1,r_2,r_3,r_4,r_5
dire,21,31,29,14,40,32,60,54,9,22
radiant,66,23,9,19,16,29,11,21,33,32
dire,8,5,1,60,51,15,21,53,18,69
radiant,8,52,54,55,34,11,65,1,53,60
dire,29,33,17,54,6,4,37,42,52,14
dire,35,17,20,49,16,27,10,31,57,9
radiant,37,9,6,59,34,32,18,20,55,13
radiant,11,42,21,39,23,59,20,14,6,49
radiant,73,8,6,4,14,31,21,41,39,16
radiant,63,57,41,54,50,59,28,10,55,32
dire,35,64,18,4,47,19,15,61,16,53
radiant,35,29,6,68,26,18,1,14,4,22
radiant,2,51,73,41,6,30,28,67,9,18
dire,6,47,57,5,53,9,51,18,59,34
radiant,28,54,39,21,73,67,19,53,13,61
dire,28,9,53,14,41,35,63,59,5,2
radiant,5,49,19,59,50,7,20,63,53,30
dire,1,26,7,42,52,63,68,45,14,16
radiant,21,7,40,61,49,69,29,41,25,64
dire,31,35,22,50,69,18,9,20,8,30
dire,2,63,50,47,1,17,35,32,53,14
radiant,14,6,35,7,25,5,63,19,69,54
dire,4,32,42,20,5,15,21,7,25,54
radiant,30,67,42,36,4,1,22,18,20,68
radiant,69,59,14,58,16,22,8,5,32,9
radiant,4,14,21,64,47,60,18,32,1,5
dire,68,35,57,1,42,64,6,27,40,14
radiant,42,13,4,32,8,18,1,20,31,30
radiant,60,41,31,20,54,1,27,59,5,47
dire,30,69,9,32,21,47,63,7,25,49
dire,39,37,6,26,16,59,61,29,53,18
radiant,11,55,16,9,51,26,18,20,14,35
radiant,25,32,4,69,22,9,1,14,54,35
dire,1,38,16,13,18,2,15,28,9,59
dire,63,57,1,53,26,19,40,25,17,59
dire,14,52,7,29,5,51,11,57,13,19
radiant,6,23,53,16,26,67,28,37,35,63
dire,32,39,20,7,9,27,1,4,57,49
dire,7,68,31,63,61,49,6,26,47,59
dire,4,19,33,42,6,67,21,25,18,17
radiant,1,14,49,54,17,52,28,50,9,57
dire,68,66,58,73,53,60,2,11,28,27
radiant,49,26,51,28,1,8,68,60,27,22
radiant,58,4,2,39,28,29,16,61,17,47
dire,25,30,15,32,14,40,22,28,1,64
dire,60,22,39,50,67,57,36,15,52,25
dire,29,16,63,4,26,7,60,54,49,40
dire,23,14,6,59,5,16,61,73,18,25
dire,23,14,6,59,5,16,61,73,18,25
dire,25,67,60,32,41,64,22,69,73,29
radiant,73,21,27,2,34,30,63,6,50,36
dire,23,14,6,59,5,16,61,73,18,25
dire,23,14,6,59,5,16,61,73,18,25
dire,23,14,6,59,5,16,61,73,18,25
dire,23,14,6,59,5,16,61,73,18,25
dire,14,15,34,73,18,60,25,64,53,51
radiant,63,10,31,38,26,6,60,67,40,14
radiant,2,33,39,67,42,60,32,5,54,22
radiant,28,19,35,31,61,14,16,26,1,40
radiant,41,45,25,31,42,17,15,67,5,7
radiant,7,14,1,26,57,17,49,30,50,6
radiant,32,51,19,38,27,21,28,57,35,53
dire,17,26,18,11,54,15,5,73,69,61
dire,64,32,22,66,73,47,59,42,68,28
radiant,32,65,28,6,69,45,39,50,73,41
dire,7,15,63,61,39,6,47,45,29,35
dire,60,42,35,8,45,10,19,11,57,25
radiant,59,11,14,18,20,39,47,16,33,23
radiant,21,73,19,10,53,66,40,4,18,52
radiant,21,57,67,60,7,52,42,8,49,53
dire,14,27,36,1,51,32,67,69,10,53
dire,38,54,40,26,60,8,20,30,41,49
dire,68,7,63,2,59,69,40,11,1,4
dire,40,15,38,1,60,73,17,20,26,32
dire,14,29,69,67,53,39,41,22,40,28
radiant,41,27,59,38,19,9,26,40,53,16
dire,8,50,58,14,35,47,41,65,57,9
dire,42,47,34,51,31,10,1,40,5,32
dire,26,29,20,66,1,40,7,58,8,39
radiant,14,13,21,6,28,51,31,54,52,16
radiant,1,23,54,63,4,59,6,32,67,50
radiant,32,60,61,5,57,31,35,14,1,4
dire,7,18,32,40,47,6,29,15,49,27
dire,53,47,21,7,41,31,25,4,14,19
radiant,16,45,50,54,47,21,63,22,53,7
radiant,67,58,60,7,21,8,14,19,68,65
radiant,13,61,14,2,42,21,57,16,50,7
radiant,27,42,73,26,14,69,25,10,9,53
radiant,20,39,63,5,31,1,7,45,32,51
radiant,61,27,1,54,37,14,41,59,22,9
dire,20,2,7,32,8,60,54,49,61,6
dire,22,18,60,7,1,15,54,35,47,14
radiant,25,52,2,10,54,57,11,51,50,32
dire,19,35,59,26,18,64,10,54,60,32
radiant,19,15,73,22,5,29,32,7,30,13
radiant,16,13,39,8,37,55,18,32,21,65
radiant,22,35,21,7,11,65,53,31,29,67
dire,9,39,29,67,68,14,55,35,22,8
radiant,23,63,4,36,45,69,26,66,9,47
radiant,31,42,9,52,1,16,60,6,55,15
dire,9,20,35,31,32,57,53,39,6,54
radiant,64,28,45,53,14,57,63,50,26,67
dire,13,8,40,20,39,6,4,17,1,16
dire,32,42,26,40,21,64,1,4,5,23
dire,30,15,49,6,36,54,65,32,4,35
radiant,59,47,20,18,64,14,32,7,17,68
dire,54,16,7,21,9,22,52,10,51,6
dire,13,20,42,21,67,9,7,26,47,69
dire,61,47,31,1,19,42,14,6,8,45
dire,61,47,31,1,19,42,14,6,8,45
radiant,54,66,6,28,25,32,26,11,59,15
dire,11,73,13,47,57,19,16,29,54,58
dire,7,40,16,1,27,53,54,9,26,23
radiant,39,22,21,7,30,47,1,20,32,60
dire,61,47,31,1,19,42,14,6,8,45
dire,54,42,40,6,41,1,22,21,64,10
radiant,36,6,57,10,25,14,5,21,1,28
radiant,20,37,17,21,54,27,63,28,10,50
dire,1,45,25,52,49,58,4,6,28,61
radiant,23,58,47,37,5,33,29,1,57,32
dire,17,131,7,14,57,18,16,19,20,47
dire,2,15,5,8,39,9,40,21,49,63
radiant,19,29,25,2,9,47,1,34,27,60
dire,58,27,7,54,9,26,16,69,21,15
radiant,40,9,26,39,16,50,69,32,25,34
dire,9,57,66,59,47,7,69,35,13,11
dire,66,6,54,60,8,4,35,34,73,33
radiant,41,16,21,4,25,63,53,30,31,34
dire,32,1,13,21,19,22,63,7,68,14
radiant,35,30,63,59,11,28,9,21,52,14
radiant,40,67,54,21,42,32,51,63,22,27
radiant,65,8,21,53,9,49,52,54,17,4
dire,1,4,2,31,5,39,54,53,21,9
radiant,41,40,42,10,26,16,64,28,4,54
radiant,47,40,32,36,50,42,68,35,1,49
dire,1,25,7,9,8,10,40,20,64,4
radiant,68,14,65,16,67,53,23,5,6,29
radiant,13,22,59,6,20,14,40,18,1,21
dire,26,40,41,19,4,42,9,39,64,60
radiant,60,65,4,1,22,23,6,21,32,14
radiant,37,35,54,17,53,16,4,26,47,28
radiant,6,20,21,16,33,14,67,19,15,63
dire,51,31,6,69,21,9,7,25,5,1
dire,29,9,69,4,30,23,49,36,13,27
dire,51,31,6,69,21,9,7,25,5,1
dire,6,68,17,14,63,55,10,51,49,67
radiant,60,32,31,63,15,34,14,9,57,68
radiant,36,58,21,5,1,57,54,31,47,59
radiant,68,35,42,33,31,20,23,53,52,1
radiant,34,40,41,131,14,16,13,29,47,9
radiant,21,13,40,7,30,41,4,26,1,68
dire,6,54,34,32,4,14,8,26,35,15
radiant,32,49,23,27,17,55,54,52,41,35
dire,18,15,16,19,31,53,25,59,57,32
dire,53,63,21,23,69,26,49,35,66,38
radiant,1,68,40,54,22,23,25,10,49,18
dire,63,67,58,32,60,29,6,1,59,5
radiant,69,4,1,9,16,18,21,22,45,2
radiant,5,18,33,27,29,36,60,40,58,1
dire,35,22,6,33,16,53,59,31,58,41
dire,28,22,53,4,64,67,26,9,32,2
dire,13,11,53,20,31,67,57,45,39,2
dire,42,16,15,4,30,32,31,26,19,21
radiant,31,39,58,23,41,15,8,10,40,29
dire,4,39,60,35,32,25,41,9,47,42
radiant,45,11,49,35,54,4,9,37,36,16
dire,8,4,23,66,59,25,16,9,6,58
radiant,11,28,6,50,27,16,14,57,53,15
radiant,25,49,10,14,47,57,45,5,32,63
dire,31,28,5,16,68,67,65,47,14,21
dire,53,4,42,41,21,22,7,50,8,49
radiant,47,14,63,13,18,32,22,64,38,34
radiant,50,42,69,20,21,19,25,35,32,14
radiant,63,57,36,6,10,59,32,14,7,58
radiant,14,54,68,25,20,9,40,15,67,21
radiant,61,52,60,21,33,41,35,16,47,1
radiant,63,49,50,6,31,60,20,30,36,23
radiant,6,8,2,63,25,4,69,10,22,21
dire,33,45,26,41,14,7,32,1,30,13
dire,26,32,7,41,5,39,17,59,14,35
dire,21,32,47,8,41,68,1,59,14,57
radiant,64,57,61,7,32,16,28,68,27,34
dire,31,49,9,1,34,23,5,6,4,32
radiant,68,10,49,34,47,7,14,21,18,9
radiant,5,36,38,59,10,9,21,19,31,67
radiant,5,54,1,14,73,9,47,49,8,6
dire,67,9,73,68,29,54,53,7,64,36
dire,58,53,38,65,32,41,35,30,50,59
dire,29,25,23,30,35,32,21,34,37,39
radiant,11,63,50,1,16,4,14,28,21,8
dire,14,54,21,51,40,68,4,41,65,22
dire,2,36,1,17,7,42,39,50,8,69
dire,30,41,19,40,31,59,68,35,60,27
radiant,34,6,30,59,67,13,25,49,23,17
dire,26,17,1,29,34,64,28,8,7,27
radiant,34,60,35,40,11,54,67,23,9,31
radiant,7,29,10,47,67,33,8,32,63,28
radiant,55,33,19,10,2,5,31,29,8,11
radiant,41,30,9,25,68,26,20,35,57,27
dire,49,7,32,16,25,42,61,17,19,45
radiant,67,32,17,66,40,49,4,19,22,9
dire,47,27,54,59,37,34,6,40,64,42
dire,31,1,40,20,18,49,10,5,53,16
radiant,54,73,21,35,20,1,59,60,51,28
radiant,55,42,25,35,27,18,29,21,33,9
dire,38,9,73,16,60,18,15,63,2,36
dire,29,69,1,5,47,2,20,15,27,67
radiant,35,58,59,32,31,14,60,54,1,22
dire,25,39,22,15,14,54,18,57,35,21
dire,40,29,14,8,6,26,54,19,21,59
radiant,27,19,54,13,4,53,20,35,52,36
radiant,1,14,21,45,64,73,22,58,8,59
radiant,8,69,22,27,26,50,63,13,54,21
radiant,32,9,54,59,7,57,68,40,37,17
dire,35,40,32,47,19,53,14,58,51,6
dire,31,21,53,54,7,18,14,58,36,63
dire,4,37,7,32,51,14,73,21,63,69
radiant,60,64,21,11,2,51,68,15,25,42
radiant,2,32,64,26,8,1,7,68,61,50
dire,9,28,8,5,11,68,40,4,30,54
radiant,33,58,25,69,8,22,35,9,21,29
dire,60,18,9,31,32,63,4,49,52,16
dire,29,2,41,15,59,47,42,39,51,4
radiant,10,23,73,69,40,25,39,41,11,16
radiant,57,15,9,45,49,34,41,47,60,59
radiant,25,67,22,73,38,26,7,9,35,69
dire,59,131,16,67,30,54,45,14,53,41
dire,63,16,8,6,69,53,57,55,1,18
radiant,59,10,68,31,14,6,51,42,30,64
radiant,6,42,50,20,23,5,16,8,15,65
dire,55,4,42,31,50,63,17,6,59,23
dire,5,21,31,6,23,73,59,26,32,13
dire,38,54,42,10,31,27,23,20,14,25
dire,32,16,67,14,60,17,35,68,36,34
dire,54,59,47,21,1,7,11,53,14,64
dire,59,16,1,26,39,63,7,35,14,50
dire,38,20,7,39,54,21,4,49,26,63
dire,38,20,7,39,54,21,4,49,26,63
dire,38,20,7,39,54,21,4,49,26,63
radiant,31,69,4,27,8,60,52,6,42,16
radiant,14,51,17,42,26,49,54,4,35,10
dire,5,21,31,6,23,73,59,26,32,13
radiant,26,15,7,1,19,9,65,4,6,28
radiant,45,20,31,32,49,37,8,61,19,29
dire,41,8,49,59,17,6,4,60,9,7
dire,25,8,14,31,52,21,41,35,17,7
dire,68,8,40,69,42,21,37,22,14,1
radiant,20,21,26,42,14,35,16,28,39,33
radiant,42,19,27,57,13,4,65,51,59,67
radiant,53,9,17,2,15,1,6,14,69,34
dire,7,68,50,28,9,21,19,2,61,53
radiant,4,61,53,54,5,22,35,59,50,27
dire,73,30,8,34,28,16,21,54,47,5
radiant,54,38,31,17,35,33,18,49,63,7
dire,11,14,21,30,19,32,16,36,35,39
radiant,59,57,14,34,4,9,5,54,69,51
dire,20,22,60,67,17,9,10,59,19,34
radiant,54,51,26,36,10,14,1,28,68,9
dire,19,14,9,73,4,34,51,33,5,32
dire,4,23,52,45,9,22,32,59,54,11
radiant,26,17,67,60,30,51,14,31,61,9
dire,31,4,42,7,35,47,34,6,49,53
radiant,19,22,30,69,41,63,2,37,42,35
radiant,9,67,22,5,16,30,34,18,6,53
dire,58,54,38,61,15,6,30,20,31,60
dire,7,69,40,32,27,64,63,23,61,68
radiant,68,20,10,21,40,47,29,17,27,42
radiant,69,67,39,35,15,32,54,14,1,53
radiant,69,20,9,60,30,39,61,7,49,50
radiant,19,20,61,53,4,54,21,35,66,16
radiant,47,53,14,1,20,18,58,60,63,31
dire,42,9,53,26,17,52,7,40,20,41
radiant,7,10,53,21,32,64,42,36,4,9
radiant,32,33,35,8,7,14,9,42,37,21
dire,53,67,8,14,38,5,28,15,7,69
radiant,40,28,21,54,9,32,37,29,15,1
dire,58,29,69,53,63,60,42,55,68,15
radiant,21,54,28,25,31,29,20,6,52,19
dire,49,17,14,19,8,16,54,18,26,58
dire,59,26,42,53,8,19,60,65,32,54
dire,59,14,63,7,21,25,32,4,60,15
radiant,11,9,60,23,54,26,38,61,49,47
dire,33,14,61,64,57,26,31,54,53,73
radiant,6,10,8,38,32,14,20,4,50,35
radiant,33,31,7,40,41,25,14,65,54,47
radiant,5,18,51,30,6,63,21,23,4,73
dire,4,53,65,54,1,17,35,29,8,38
radiant,6,9,57,53,59,68,2,67,51,31
radiant,2,68,13,25,67,58,26,73,69,50
radiant,39,49,60,10,19,13,1,53,73,45
dire,42,19,6,33,5,69,32,68,4,2
radiant,42,45,5,4,31,51,18,10,30,14
radiant,50,42,47,73,6,59,29,53,21,40
dire,32,8,21,35,42,54,34,40,2,22
dire,13,32,41,68,9,4,8,23,5,59
radiant,47,5,68,22,19,63,54,50,3,1
radiant,19,33,14,21,32,29,68,53,35,4
radiant,52,41,19,1,20,21,42,25,6,34
dire,26,73,4,9,52,51,53,14,49,21
radiant,28,29,26,59,69,54,11,53,21,52
dire,32,14,16,21,54,63,19,7,8,51
dire,13,59,31,47,41,7,32,53,1,6
radiant,21,25,54,73,9,15,19,32,42,20
radiant,16,9,57,21,19,35,39,7,32,59
radiant,9,47,31,61,57,54,55,38,10,4
dire,13,29,20,45,38,2,32,39,60,53
radiant,16,35,21,29,40,20,63,39,66,1
dire,7,6,16,59,5,9,36,14,73,42
dire,13,53,27,8,39,22,19,29,16,41
dire,47,29,16,8,1,34,31,17,54,26
dire,36,6,28,21,54,1,11,7,59,39
dire,63,34,26,59,41,28,7,58,15,17
dire,17,63,20,19,28,37,10,2,49,51
dire,32,68,7,16,14,51,35,4,54,59
radiant,55,21,1,25,18,30,67,33,35,73
radiant,1,57,17,9,65,26,4,16,28,45
dire,63,57,47,36,41,17,8,31,14,7
radiant,6,16,14,9,54,42,20,4,59,50
dire,19,4,26,68,14,8,42,52,23,16
dire,29,47,50,33,67,31,51,32,19,49
dire,40,22,18,41,32,34,50,35,63,25
dire,68,4,21,60,14,35,31,1,39,15
radiant,57,9,47,69,61,4,21,29,23,63
dire,32,20,4,29,59,9,39,14,16,18
radiant,41,30,11,59,27,35,57,40,53,2
radiant,5,73,59,63,52,1,32,17,49,50
radiant,26,2,58,14,49,8,34,60,20,19
dire,1,51,65,53,63,15,23,64,67,21
radiant,5,6,14,10,59,49,50,67,11,13
radiant,33,9,7,4,14,60,32,53,49,4
radiant,14,7,27,2,65,1,53,13,45,18
dire,66,1,73,64,33,53,22,52,21,23
radiant,32,65,38,21,16,9,68,53,14,28
radiant,47,4,68,60,45,50,1,69,11,17
dire,1,14,7,21,33,8,59,9,60,18
dire,14,45,42,26,20,39,27,73,47,49
radiant,34,54,37,68,53,16,61,63,28,39
dire,32,59,6,18,50,14,5,28,21,68
dire,61,14,54,35,20,6,28,4,9,2
dire,15,53,29,26,32,7,52,42,73,47
radiant,51,50,59,57,15,26,25,32,58,39
dire,4,54,31,34,21,28,47,2,53,20
radiant,27,20,30,33,28,9,14,40,49,32
radiant,63,35,54,21,22,58,32,69,20,45
dire,1,21,29,53,9,31,13,8,55,41
radiant,41,29,26,8,7,21,35,31,67,40
radiant,40,1,31,29,21,28,25,68,9,16
dire,53,28,38,30,13,20,18,35,73,26
radiant,9,4,39,16,18,5,33,60,21,29
dire,25,27,41,31,52,34,6,28,22,2
radiant,28,10,30,41,29,47,5,32,31,42
radiant,66,27,61,53,40,63,52,31,49,23
dire,8,58,14,28,41,32,54,39,16,69
radiant,37,53,54,42,69,41,29,49,31,52
radiant,47,19,61,40,14,35,54,68,13,28
radiant,1,47,21,49,26,4,25,6,10,38
dire,27,6,64,38,28,8,5,61,7,21
dire,11,49,1,52,32,41,42,8,20,37
radiant,14,29,58,32,10,47,52,26,7,19
dire,31,40,54,11,26,50,15,29,28,67
dire,32,21,35,59,40,20,36,63,61,7
radiant,40,19,63,61,18,14,22,53,27,49
dire,11,64,21,51,29,16,35,19,22,63
dire,33,27,45,35,31,36,47,5,23,7
radiant,32,49,19,45,9,1,68,52,8,35
dire,40,14,9,53,35,55,11,7,20,28
radiant,35,55,68,67,49,37,26,59,33,1
dire,58,63,7,60,69,67,5,4,51,39
radiant,27,59,29,39,50,36,68,57,54,42
radiant,53,9,4,23,26,1,54,30,16,29
radiant,18,29,63,27,9,54,14,30,26,1
radiant,1,26,17,21,59,16,65,14,34,30
dire,7,1,11,59,57,32,60,41,13,4
radiant,1,5,69,7,36,22,26,20,49,6
radiant,67,51,73,35,28,4,40,14,36,61
dire,14,26,50,7,32,54,30,1,59,39
dire,15,6,30,36,32,1,21,20,2,73
radiant,35,53,51,14,30,47,68,69,40,31
dire,39,21,61,29,14,25,30,54,28,23
radiant,37,42,60,54,32,26,6,40,2,4
radiant,17,6,25,29,53,55,1,50,23,26
dire,41,40,31,45,7,59,21,63,51,18
dire,7,21,6,13,51,54,67,5,8,45
dire,16,21,60,1,26,54,29,20,31,8
radiant,51,53,35,59,2,6,17,30,64,60
dire,45,67,57,53,2,19,60,20,68,21
dire,25,14,28,1,59,32,5,67,47,40
dire,41,28,6,22,14,27,50,35,29,8
dire,1,51,26,7,35,41,54,53,34,50
radiant,54,17,13,9,21,59,47,14,8,53
dire,28,29,17,6,13,51,21,11,42,4
dire,55,47,60,6,30,19,2,10,8,34
radiant,23,51,49,14,9,42,57,26,8,53
radiant,60,59,7,22,20,53,21,2,54,6
dire,67,29,21,50,68,27,61,20,14,38
radiant,68,54,26,1,34,9,63,5,21,38
dire,14,53,30,1,54,52,32,59,42,63
radiant,47,32,38,50,19,7,35,29,16,13
radiant,50,31,41,67,60,23,49,1,39,21
dire,5,16,54,47,23,32,7,4,21,14
dire,13,59,6,68,54,11,63,36,57,14
radiant,25,54,30,4,5,15,47,59,14,8
radiant,5,51,16,26,11,60,25,42,19,4
dire,61,60,15,20,16,1,22,32,21,8
radiant,20,14,16,26,47,1,50,29,2,37
radiant,63,57,68,16,38,34,14,21,23,64
radiant,33,23,41,57,18,2,59,14,1,35
dire,5,67,31,21,60,45,27,4,6,42
radiant,60,2,39,4,31,32,59,49,35,36
radiant,60,2,39,4,31,32,59,49,35,36
dire,32,38,6,129,53,54,21,15,59,22
radiant,16,27,58,1,42,41,28,21,30,8
dire,32,26,35,40,2,50,28,31,11,9
dire,40,50,60,20,4,41,30,63,35,51
dire,18,14,38,35,8,15,53,54,6,50
radiant,26,47,5,65,1,19,57,22,10,41
dire,9,26,51,15,73,4,69,20,8,58
radiant,26,47,5,65,1,19,57,22,10,41
radiant,60,2,39,4,31,32,59,49,35,36
radiant,60,2,39,4,31,32,59,49,35,36
radiant,73,41,32,33,60,15,30,27,54,4
radiant,47,65,60,14,64,20,63,59,15,53
radiant,25,42,54,35,16,32,7,47,67,26
dire,52,1,31,23,40,60,17,6,53,5
radiant,30,57,6,49,9,8,7,68,5,54
radiant,41,14,1,7,27,15,53,38,54,39
dire,68,16,15,42,8,40,34,17,14,53
dire,29,39,22,1,7,66,63,40,19,16
dire,5,40,59,18,22,66,33,9,51,1
dire,15,18,5,7,53,1,23,35,36,17
radiant,19,8,20,5,54,67,60,31,6,4
dire,52,16,13,1,69,54,63,28,4,2
dire,25,26,32,18,6,59,2,29,53,1
dire,8,15,33,42,40,18,63,9,60,54
radiant,36,22,54,1,9,25,53,58,29,41
dire,9,32,20,8,55,28,21,17,13,35
radiant,39,25,53,42,35,59,9,7,65,60
dire,18,61,21,26,40,19,34,58,60,1
radiant,128,69,64,26,6,31,16,5,38,10
radiant,16,45,59,61,67,21,60,4,1,47
radiant,22,63,6,7,32,28,35,1,34,61
radiant,5,10,57,35,2,25,20,60,63,41
radiant,23,63,8,37,54,58,21,67,28,15
dire,52,63,60,38,47,67,32,39,29,23
dire,54,7,36,21,10,23,53,17,35,49
radiant,16,2,9,68,31,14,7,1,54,45
radiant,26,25,19,6,1,54,16,67,5,14
dire,63,30,57,31,67,7,9,33,69,25
dire,22,29,47,7,67,60,27,57,2,9
dire,7,5,69,14,8,11,9,29,54,53
dire,59,13,68,53,49,4,35,33,16,21
radiant,6,57,59,61,13,16,33,23,1,26
dire,69,28,42,68,1,15,14,50,32,54
dire,54,37,60,41,18,22,6,28,63,16
dire,30,50,47,60,6,49,59,11,32,22
radiant,69,39,61,55,14,54,67,68,42,30
dire,22,4,32,26,59,35,29,49,6,1
dire,1,39,16,5,32,53,54,19,27,6
radiant,14,47,18,65,54,57,1,39,9,30
radiant,54,8,67,66,32,40,37,64,49,19
radiant,68,69,22,61,47,31,49,39,10,73
radiant,40,47,60,31,32,68,6,17,25,26
radiant,1,13,22,18,21,31,14,7,17,67
dire,73,6,55,16,35,1,4,50,25,41
radiant,32,10,2,16,25,7,4,21,34,47
radiant,30,41,16,64,9,1,31,18,32,47
dire,52,51,59,36,4,11,26,21,20,54
dire,35,20,6,60,52,18,54,49,21,1
radiant,54,1,26,49,8,57,6,27,14,47
dire,21,55,6,32,5,54,63,14,1,11
dire,61,27,29,35,22,14,6,38,26,17
dire,9,11,39,69,17,60,54,31,67,33
dire,53,22,6,16,17,36,40,1,49,57
dire,32,60,61,31,59,39,63,8,16,23
dire,53,17,59,1,20,9,2,5,8,32
dire,14,9,18,21,35,29,22,34,53,41
dire,2,64,11,7,36,15,20,55,31,54
radiant,2,53,1,33,73,27,32,31,20,28
radiant,18,60,57,26,9,59,53,54,14,13
dire,1,60,2,53,40,54,32,26,59,64
radiant,14,53,47,11,27,41,9,18,20,6
dire,4,37,27,49,20,42,32,23,26,7
dire,67,5,51,31,19,41,60,69,21,55
radiant,65,55,57,39,8,14,2,6,1,68
radiant,27,34,42,6,20,14,41,17,68,29
radiant,28,63,38,7,64,1,30,51,31,50
radiant,61,6,65,53,18,67,8,42,25,5
dire,37,63,16,60,21,10,54,39,20,68
radiant,54,17,1,47,2,9,27,21,20,19
dire,8,40,39,63,64,9,19,27,60,20
dire,22,18,60,7,1,15,54,35,47,14
radiant,57,20,9,53,2,31,19,49,64,10
radiant,35,61,60,31,66,22,14,5,73,33
dire,16,31,40,64,59,37,61,14,15,57
dire,25,59,15,28,41,58,60,53,42,63
radiant,69,55,6,30,54,40,11,31,18,51
radiant,39,35,31,17,1,20,29,59,23,28
radiant,63,7,41,20,50,51,38,28,35,21
radiant,20,10,45,57,19,29,53,6,51,32
dire,68,40,14,54,1,25,61,13,4,29
radiant,11,14,67,50,7,47,16,29,30,39
radiant,61,35,14,28,58,9,31,2,54,26
dire,30,59,42,8,40,22,63,54,6,67
radiant,14,60,37,9,41,5,67,63,59,2
dire,27,17,69,67,16,19,5,35,14,21
radiant,69,4,21,63,53,51,27,59,7,49
radiant,9,129,35,29,14,1,21,7,47,25
radiant,2,30,4,10,18,40,8,19,61,13
radiant,14,4,34,59,9,19,15,18,50,21
radiant,9,60,11,64,14,22,7,34,57,32
radiant,60,4,19,47,31,7,14,54,15,36
radiant,2,26,13,1,42,47,7,9,6,53
dire,9,20,41,54,13,31,6,38,37,32
dire,60,25,40,10,63,59,9,21,49,45
dire,60,25,40,10,63,59,9,21,49,45
dire,1,53,35,67,73,59,14,63,42,4
radiant,52,69,10,68,13,67,17,2,21,50
radiant,42,11,22,41,1,40,28,21,35,65
dire,60,25,40,10,63,59,9,21,49,45
dire,60,25,40,10,63,59,9,21,49,45
dire,41,65,54,14,21,45,19,11,64,13
radiant,53,15,34,28,7,40,63,73,14,26
dire,16,64,7,9,58,63,17,73,47,5
dire,19,5,36,40,53,14,26,21,13,8
radiant,1,63,22,4,69,60,26,50,47,59
radiant,39,68,35,33,19,14,9,21,69,28
dire,29,16,47,65,35,19,8,39,31,38
radiant,6,20,63,73,36,57,54,50,61,21
radiant,14,67,28,53,50,52,9,31,38,16
radiant,19,68,14,6,10,28,21,32,8,57
dire,9,39,47,14,16,42,31,6,60,21
radiant,69,59,14,58,16,22,8,5,32,9
radiant,69,59,14,58,16,22,8,5,32,9
radiant,69,59,14,58,16,22,8,5,32,9
radiant,69,59,14,58,16,22,8,5,32,9
dire,60,32,130,68,22,37,21,8,28,49
dire,18,9,39,67,51,1,27,63,7,20
dire,55,40,20,19,9,17,16,2,11,54
radiant,11,58,68,40,14,41,21,1,32,9
radiant,60,4,61,63,27,15,14,22,7,28
dire,9,51,54,55,23,68,41,35,26,4
dire,68,29,59,19,33,36,7,60,42,30
dire,60,14,40,18,20,22,10,61,66,35
radiant,20,53,28,65,32,14,30,4,69,26
radiant,36,47,37,41,14,22,21,42,9,32
dire,45,1,16,39,14,42,10,33,69,11
dire,14,63,47,55,59,27,67,7,1,31
dire,21,19,1,40,53,18,9,10,17,23
dire,9,50,27,8,49,39,51,1,47,17
dire,4,29,16,8,21,1,53,50,35,28
radiant,60,54,69,50,10,1,21,16,53,4
dire,54,35,16,8,34,42,9,65,21,50
radiant,19,57,29,53,60,22,9,54,67,21
radiant,9,8,59,31,54,34,68,29,6,61
radiant,11,1,29,52,57,18,41,31,14,7
dire,31,8,2,25,16,51,7,66,19,14
radiant,8,61,26,54,30,42,14,21,64,10
dire,29,59,21,41,22,25,45,9,19,60
dire,9,69,50,1,32,31,28,7,6,34
dire,14,11,7,47,37,31,4,23,59,63
radiant,18,4,28,30,9,42,54,53,5,38
dire,23,68,37,35,14,42,9,7,8,22
radiant,23,51,66,21,6,14,36,73,26,59
radiant,18,39,51,15,4,67,35,60,13,2
dire,4,59,14,21,37,20,40,39,32,1
dire,8,27,40,54,39,10,28,57,2,47
radiant,19,21,16,4,17,8,27,20,29,54
radiant,68,60,21,1,57,54,59,31,32,17
dire,26,32,5,14,18,41,53,51,66,54
dire,54,14,16,26,53,11,2,67,36,8
dire,59,14,57,58,15,8,16,66,34,2
radiant,1,27,51,41,22,32,53,28,60,49
dire,9,59,54,20,15,6,41,57,14,25
dire,53,7,1,15,18,10,38,57,6,17
dire,47,15,2,21,29,53,35,8,68,32
radiant,33,10,1,54,58,29,7,60,14,47
dire,14,7,69,21,63,32,19,4,1,39
radiant,68,8,59,28,13,21,51,41,29,53
dire,32,60,7,63,22,58,9,37,2,35
radiant,2,36,53,9,57,60,63,39,47,30
dire,19,5,18,60,6,15,63,22,14,35
radiant,10,23,41,31,28,4,63,25,51,50
radiant,6,53,47,31,59,14,68,1,40,34
radiant,34,15,54,47,5,1,53,68,21,39
dire,4,23,27,15,19,11,6,42,22,65
dire,13,5,73,7,6,59,26,21,20,16
radiant,10,34,59,67,6,42,4,2,22,50
dire,59,13,38,4,22,63,66,29,26,9
radiant,25,54,58,14,60,21,11,8,37,42
radiant,18,29,27,47,34,6,15,7,64,14
radiant,31,25,35,49,63,54,64,28,51,6
dire,40,6,60,31,21,35,47,41,37,4
dire,57,7,9,21,14,68,31,6,59,23
